HS부호,HS6단위,품목 대분류,품목상세
0303310000,0303.31,기타 어류냉동,기타 어류냉동 : 넙치[레인하드티우스 히포글러소이데스(Reinhardtius hippoglossoides)ㆍ히포글러서스 히포글러서스(Hippoglossus hippoglossus)ㆍ히포글러서스 스테노레피스(Hippoglossus stenolepis)]
0303320000,0303.32,가자미냉동,가자미냉동 : 가자미[플루로넥테스 플라테사(Pleuronectes platessa)]
0303330000,0303.33,기타 어류냉동,기타 어류냉동 : 서대[솔레아(Solea)속]
0303340000,0303.34,기타 어류냉동,기타 어류냉동 : 터벗(turbots)[프세타 맥시마(Psetta maxima)]
0303391000,0303.39,기타 어류냉동,기타 어류냉동 : 가자미[플루로넥테스 플라테사(Pleuronectes platessa)를 제외한다]
0303399000,0303.39,기타 어류냉동,기타 어류냉동 : 기타
0303410000,0303.41,참치냉동,참치냉동 : 날개다랑어나 긴지느러미 다랑어[터너스 알라룽가(Thunnus alalunga)]
0303420000,0303.42,참치냉동,참치냉동 : 황다랑어[터너스 알바카레스(Thunnus albacares)]
0303430000,0303.43,참치냉동,참치냉동 : 가다랑어(줄무늬 버니토)[카추워누스 펠라미스(Katsuwonus pelamis)]
0303440000,0303.44,참치냉동,참치냉동 : 눈다랑어[터너스 오베서스(Thunnus obesus)]
0303451000,0303.45,참치냉동,참치냉동 : 대서양 참다랑어[터너스 티너스(Thunnus thynnus)]
0303452000,0303.45,참치냉동,참치냉동 : 태평양 참다랑어[터너스 오리엔탈리스(Thunnus orientalis)]
0303460000,0303.46,참치냉동,참치냉동 : 남방 참다랑어[터너스 맥코이(Thunnus maccoyii)]
0303490000,0303.49,참치냉동,참치냉동 : 기타
0303510000,0303.51,기타 어류냉동,기타 어류냉동 : 청어[클루페아 하렌구스(Clupea harengus)ㆍ클루페아 팔라시(Clupea pallasii)]
0303530000,0303.53,기타 어류냉동,"기타 어류냉동 : 정어리[사르디나 필차르두스(Sardina pilchardus)ㆍ사르디노프스(Sardinops)속], 사르디넬라[사르디넬라(Sardinella)속], 브리스링(brisling)이나 스프랫(sprats)[스프라투스 스프라투스(Sprattus sprattus)]"
0303540000,0303.54,고등어냉동,고등어냉동 : 고등어[스콤버 스콤브루스(Scomber scombrus)ㆍ스콤버 오스트랄라시쿠스(Scomber australasicus)ㆍ스콤버 자포니쿠스(Scomber japonicus)]
0303550000,0303.55,기타 어류냉동,기타 어류냉동 : 전갱이[트라커러스(Trachurus)속]
0303560000,0303.56,기타 어류냉동,기타 어류냉동 : 날쌔기[라키센트론 카나둠(Rachycentron canadum)]
0303570000,0303.57,참치냉동,참치냉동 : 황새치[자이피어스 글래디어스(Xiphias gladius)]
0303591000,0303.59,삼치냉동,삼치냉동 : 삼치[스콤버로모러스(Scomberomorus)속]
0303592000,0303.59,꽁치냉동,꽁치냉동 : 꽁치[콜로라비스 사이라(Cololabis saira)]
0303599000,0303.59,기타 어류냉동,기타 어류냉동 : 기타
0303630000,0303.63,대구냉동,대구냉동 : 대구[가두스 모르화(Gadus morhua)ㆍ가두스 오각(Gadus ogac)ㆍ가두스 마크로세팔루스(Gadus macrocephalus)]
0303640000,0303.64,기타 어류냉동,기타 어류냉동 : 해덕[멜라노그라무스 애그레피누스(Melanogrammus aeglefinus)]
0303650000,0303.65,대구냉동,대구냉동 : 검정대구[폴라치우스 비렌스(Pollachius virens)]
0303660000,0303.66,대구냉동,대구냉동 : 민대구[메루키우스(Merluccius)속ㆍ유르피키스(Urophycis)속]
0303670000,0303.67,명태냉동,명태냉동 : 명태[테라그라 찰코그라마(Theragra chalcogramma)]
0303680000,0303.68,기타 어류냉동,기타 어류냉동 : 블루 화이팅스(blue whitings)[마이크로메시스티우스 포우타소우(Micromesistius poutassou)ㆍ마이크로메시스티우스 오스트랄리스(Micromesistius australis)]
0303691000,0303.69,기타 어류냉동,기타 어류냉동 : 새꼬리민태
0303699000,0303.69,기타 어류냉동,기타 어류냉동 : 기타
0303810000,0303.81,기타 어류냉동,기타 어류냉동 : 곱상어와 그 밖의 상어
0303821000,0303.82,기타 어류냉동,기타 어류냉동 : 가오리
0303822000,0303.82,기타 어류냉동,기타 어류냉동 : 홍어
0303830000,0303.83,참치냉동,참치냉동 : 이빨고기[디소스티쿠스(Dissostichus)속]
0303840000,0303.84,기타 어류냉동,기타 어류냉동 : 농어[디센트라르쿠스(Dicentrarchus)속]
0303891000,0303.89,대구냉동,대구냉동 : 은대구
0303892000,0303.89,갈치냉동,갈치냉동 : 갈치
0303893000,0303.89,, : 돔
0303893010,0303.89,기타 어류냉동,기타 어류냉동 : 옥돔[브랜치오스테거스 자포니커스(Branchiostegus Japonicus)]
0303893020,0303.89,기타 어류냉동,기타 어류냉동 : 옥두어[브랜치오스테거스 알부스(Branchiostegus albus)]
0303893090,0303.89,기타 어류냉동,기타 어류냉동 : 기타
0303894000,0303.89,기타 어류냉동,기타 어류냉동 : 붕장어
0303895000,0303.89,, : 조기
0303895010,0303.89,조기냉동,조기냉동 : 참조기[라리미크티스 폴리악티스(Larimichthys polyactis)]
0303895020,0303.89,조기냉동,조기냉동 : 부세[라리미크티스 크로세아(Larimichthys crocea)]
0303895090,0303.89,조기냉동,조기냉동 : 기타
0303896000,0303.89,꽁치냉동,꽁치냉동 : 학꽁치(Hyporhampus sajori)
0303898000,0303.89,기타 어류냉동,기타 어류냉동 : 복어
0303899000,0303.89,, : 기타
0303899010,0303.89,기타 어류냉동,기타 어류냉동 : 보리멸
0303899020,0303.89,기타 어류냉동,기타 어류냉동 : 홍살치
0303899030,0303.89,기타 어류냉동,기타 어류냉동 : 달고기
0303899040,0303.89,기타 어류냉동,기타 어류냉동 : 임연수어
0303899050,0303.89,기타 어류냉동,기타 어류냉동 : 볼낙(적어를 포함한다)
0303899060,0303.89,기타 어류냉동,기타 어류냉동 : 아귀
0303899070,0303.89,먹장어냉동,먹장어냉동 : 먹장어(대서양 또는 태평양)
0303899080,0303.89,기타 어류냉동,기타 어류냉동 : 밀크피쉬
0303899090,0303.89,, : 기타 
0303899091,0303.89,민어냉동,민어냉동 : 민어
0303899092,0303.89,기타 어류냉동,기타 어류냉동 : 까나리
0303899093,0303.89,참치냉동,참치냉동 : 이빨고기[디소스티쿠스(Dissostichus)속은 제외한다]
0303899099,0303.89,기타 어류냉동,기타 어류냉동 : 기타
0303911000,0303.91,수산물 부산물,수산물 부산물 : 간
0303912000,0303.91,, : 어란(魚卵)ㆍ어백(魚白)
0303912010,0303.91,어란냉동,어란냉동 : 명란
0303912090,0303.91,어란냉동,어란냉동 : 기타
0303920000,0303.92,수산물 부산물,수산물 부산물 : 상어 지느러미
0303990000,0303.99,수산물 부산물,수산물 부산물 : 기타
0304310000,0304.31,기타 어류의 어육신선 또는 냉장,기타 어류의 어육신선 또는 냉장 : 틸라피아[오레오크로미스(Oreochromis)속]
0304320000,0304.32,기타 어류의 어육신선 또는 냉장,기타 어류의 어육신선 또는 냉장 : 메기[판가시우스(Pangasius)속ㆍ실루러스(Silurus)속ㆍ클라리아스(Clarias)속ㆍ익타루러스(Ictalurus)속]
0304330000,0304.33,기타 어류의 어육신선 또는 냉장,기타 어류의 어육신선 또는 냉장 : 나일 퍼치[라테스 니로티쿠스(Lates niloticus)]
0304390000,0304.39,기타 어류의 어육신선 또는 냉장,기타 어류의 어육신선 또는 냉장 : 기타
0304410000,0304.41,연어 어육신선 또는 냉장,"연어 어육신선 또는 냉장 : 태평양 연어[옹코링쿠스 넬카(Oncorhynchus nerka)ㆍ옹코링쿠스 고르부스카(Oncorhynchus gorbuscha)ㆍ옹코링쿠스 케타(Oncorhynchus keta)ㆍ옹코링쿠스 차비차(Oncorhynchus tschawytscha)ㆍ옹코링쿠스 키수츠(Oncorhynchus kisutch)ㆍ옹코링쿠스 마소(Oncorhynchus masou)ㆍ옹코링쿠스 로두루스(Oncorhynchus rhodurus)], 대서양 연어[살모 살라(Salmo salar)], 다뉴브 연어[후코 후코(Hucho hucho)]"
0304420000,0304.42,기타 어류의 어육신선 또는 냉장,기타 어류의 어육신선 또는 냉장 : 송어[살모 트루타(Salmo trutta)ㆍ옹코링쿠스 미키스(Oncorhynchus mykiss)ㆍ옹코링쿠스 클라키(Oncorhynchus clarki)ㆍ옹코링쿠스 아구아보니타(Oncorhynchus aguabonita)ㆍ옹코링쿠스 길래(Oncorhynchus gilae)ㆍ옹코링쿠스 아파케(Oncorhynchus apache)ㆍ옹코링쿠스 크리소가스터(Oncorhynchus chrysogaster)]
0304431000,0304.43,가자미 어육신선 또는 냉장,가자미 어육신선 또는 냉장 : 가자미
0304439000,0304.43,기타 어류의 어육신선 또는 냉장,기타 어류의 어육신선 또는 냉장 : 기타
0304440000,0304.44,기타 어류의 어육신선 또는 냉장,기타 어류의 어육신선 또는 냉장 : 브레그마세로티대(Bregmacerotidae)과ㆍ유클리티대(Euclichthyidae)과ㆍ가디대(Gadidae)과ㆍ마크로우리대(Macrouridae)과ㆍ멜라노니대(Melanonidae)과ㆍ메르루치대(Merlucciidae)과ㆍ모리대(Moridae)과ㆍ무라에놀레피디대(Muraenolepididae)과의 어류
0304450000,0304.45,참치 어육신선 또는 냉장,참치 어육신선 또는 냉장 : 황새치[자이피어스 글래디어스(Xiphias gladius)]
0304460000,0304.46,참치 어육신선 또는 냉장,참치 어육신선 또는 냉장 : 이빨고기[디소스티쿠스(Dissostichus)속]
0304470000,0304.47,기타 어류의 어육신선 또는 냉장,기타 어류의 어육신선 또는 냉장 : 곱상어와 그 밖의 상어
0304480000,0304.48,기타 어류의 어육신선 또는 냉장,기타 어류의 어육신선 또는 냉장 : 가오리와 홍어[라지대(Rajidae)과]
0304491000,0304.49,기타 어류의 어육신선 또는 냉장,기타 어류의 어육신선 또는 냉장 : 붕장어
0304492000,0304.49,참치 어육신선 또는 냉장,참치 어육신선 또는 냉장 : 참다랑어
0304499000,0304.49,기타 어류의 어육신선 또는 냉장,기타 어류의 어육신선 또는 냉장 : 기타
0304511000,0304.51,기타 어류의 어육신선 또는 냉장,기타 어류의 어육신선 또는 냉장 : 연육
0304519000,0304.51,기타 어류의 어육신선 또는 냉장,기타 어류의 어육신선 또는 냉장 : 기타
0304520000,0304.52,연어 어육신선 또는 냉장,연어 어육신선 또는 냉장 : 연어과
0304530000,0304.53,기타 어류의 어육신선 또는 냉장,기타 어류의 어육신선 또는 냉장 : 브레그마세로티대(Bregmacerotidae)과ㆍ유클리티대(Euclichthyidae)과ㆍ가디대(Gadidae)과ㆍ마크로우리대(Macrouridae)과ㆍ멜라노니대(Melanonidae)과ㆍ메르루치대(Merlucciidae)과ㆍ모리대(Moridae)과ㆍ무라에놀레피디대(Muraenolepididae)과의 어류
0304540000,0304.54,참치 어육신선 또는 냉장,참치 어육신선 또는 냉장 : 황새치[자이피어스 글래디어스(Xiphias gladius)]
0304550000,0304.55,참치 어육신선 또는 냉장,참치 어육신선 또는 냉장 : 이빨고기[디소스티쿠스(Dissostichus)속]
0304560000,0304.56,기타 어류의 어육신선 또는 냉장,기타 어류의 어육신선 또는 냉장 : 곱상어와 그 밖의 상어
0304573000,0304.57,기타 어류의 어육신선 또는 냉장,기타 어류의 어육신선 또는 냉장 : 연육
0304579000,0304.57,기타 어류의 어육신선 또는 냉장,기타 어류의 어육신선 또는 냉장 : 기타
0304591000,0304.59,기타 어류의 어육신선 또는 냉장,기타 어류의 어육신선 또는 냉장 : 붕장어
0304592000,0304.59,가자미 어육신선 또는 냉장,가자미 어육신선 또는 냉장 : 가자미
0304593000,0304.59,, : 참다랑어
0304593010,0304.59,참치 어육신선 또는 냉장,참치 어육신선 또는 냉장 : 연육
0304593090,0304.59,참치 어육신선 또는 냉장,참치 어육신선 또는 냉장 : 기타
0304599000,0304.59,, : 기타
0304599010,0304.59,기타 어류의 어육신선 또는 냉장,기타 어류의 어육신선 또는 냉장 : 연육
0304599090,0304.59,기타 어류의 어육신선 또는 냉장,기타 어류의 어육신선 또는 냉장 : 기타
0304610000,0304.61,기타 어류의 어육냉동,기타 어류의 어육냉동 : 틸라피아[오레오크로미스(Oreochromis)속]
0304620000,0304.62,기타 어류의 어육냉동,기타 어류의 어육냉동 : 메기[판가시우스(Pangasius)속ㆍ실루러스(Silurus)속ㆍ클라리아스(Clarias)속ㆍ익타루러스(Ictalurus)속]
0304630000,0304.63,기타 어류의 어육냉동,기타 어류의 어육냉동 : 나일 퍼치[라테스 니로티쿠스(Lates niloticus)]
0304690000,0304.69,기타 어류의 어육냉동,기타 어류의 어육냉동 : 기타
0304710000,0304.71,대구 어육냉동,대구 어육냉동 : 대구[가두스 모르화(Gadus morhua)ㆍ가두스 오각(Gadus ogac)ㆍ가두스 마크로세팔루스(Gadus macrocephalus)]
0304720000,0304.72,기타 어류의 어육냉동,기타 어류의 어육냉동 : 해덕[멜라노그라무스 애그레피누스(Melanogrammus aeglefinus)]
0304730000,0304.73,대구 어육냉동,대구 어육냉동 : 검정대구[폴라치우스 비렌스(Pollachius virens)]
0304740000,0304.74,대구 어육냉동,대구 어육냉동 : 민대구[메루키우스(Merluccius)속ㆍ유르피키스(Urophycis)속]
0304750000,0304.75,명태 어육냉동,명태 어육냉동 : 명태[테라그라 찰코그라마(Theragra chalcogramma)]
0304790000,0304.79,기타 어류의 어육냉동,기타 어류의 어육냉동 : 기타
0304810000,0304.81,연어 어육냉동,"연어 어육냉동 : 태평양 연어[옹코링쿠스 넬카(Oncorhynchus nerka)ㆍ옹코링쿠스 고르부스카(Oncorhynchus gorbuscha)ㆍ옹코링쿠스 케타(Oncorhynchus keta)ㆍ옹코링쿠스 차비차(Oncorhynchus tschawytscha)ㆍ옹코링쿠스 키수츠(Oncorhynchus kisutch)ㆍ옹코링쿠스 마소(Oncorhynchus masou)ㆍ옹코링쿠스 로두루스(Oncorhynchus rhodurus)], 대서양 연어[살모 살라(Salmo salar)], 다뉴브 연어[후코 후코(Hucho hucho)]"
0304820000,0304.82,기타 어류의 어육냉동,기타 어류의 어육냉동 : 송어[살모 트루타(Salmo trutta)ㆍ옹코링쿠스 미키스(Oncorhynchus mykiss)ㆍ옹코링쿠스 클라키(Oncorhynchus clarki)ㆍ옹코링쿠스 아구아보니타(Oncorhynchus aguabonita)ㆍ옹코링쿠스 길래(Oncorhynchus gilae)ㆍ옹코링쿠스 아파케(Oncorhynchus apache)ㆍ옹코링쿠스 크리소가스터(Oncorhynchus chrysogaster)]
0304831000,0304.83,가자미 어육냉동,가자미 어육냉동 : 가자미
0304839000,0304.83,기타 어류의 어육냉동,기타 어류의 어육냉동 : 기타
0304840000,0304.84,참치 어육냉동,참치 어육냉동 : 황새치[자이피어스 글래디어스(Xiphias gladius)]
0304850000,0304.85,참치 어육냉동,참치 어육냉동 : 이빨고기[디소스티쿠스(Dissostichus)속]
0304860000,0304.86,기타 어류의 어육냉동,기타 어류의 어육냉동 : 청어[클루페아 하렌구스(Clupea harengus)ㆍ클루페아 팔라시(Clupea pallasii)]
0304871000,0304.87,참치 어육냉동,참치 어육냉동 : 참다랑어
0304879000,0304.87,참치 어육냉동,참치 어육냉동 : 기타
0304881000,0304.88,기타 어류의 어육냉동,"기타 어류의 어육냉동 : 곱상어, 그 밖의 상어"
0304889000,0304.88,기타 어류의 어육냉동,기타 어류의 어육냉동 : 기타
0304891000,0304.89,기타 어류의 어육냉동,기타 어류의 어육냉동 : 붕장어의 것
0304892000,0304.89,참치 어육냉동,참치 어육냉동 : 이빨고기[디소스티쿠스(Dissostichus)속은 제외한다]의 것
0304893000,0304.89,기타 어류의 어육냉동,기타 어류의 어육냉동 : 틸라피아[오레오크로미스(Oreochromis)속은 제외한다]의 것
0304894000,0304.89,기타 어류의 어육냉동,기타 어류의 어육냉동 : 쥐치의 것
0304895000,0304.89,기타 어류의 어육냉동,기타 어류의 어육냉동 : 고등어의 것
0304899000,0304.89,기타 어류의 어육냉동,기타 어류의 어육냉동 : 기타
0304911000,0304.91,참치 어육냉동,참치 어육냉동 : 냉동 연육
0304919000,0304.91,참치 어육냉동,참치 어육냉동 : 기타
0304921000,0304.92,참치 어육냉동,참치 어육냉동 : 냉동 연육
0304929000,0304.92,참치 어육냉동,참치 어육냉동 : 기타
0304931000,0304.93,기타 어류의 어육냉동,기타 어류의 어육냉동 : 냉동 연육
0304939000,0304.93,기타 어류의 어육냉동,기타 어류의 어육냉동 : 기타
0304941000,0304.94,명태 어육냉동,명태 어육냉동 : 냉동 연육
0304949000,0304.94,명태 어육냉동,명태 어육냉동 : 기타
0304951000,0304.95,기타 어류의 어육냉동,기타 어류의 어육냉동 : 냉동 연육
0304959000,0304.95,기타 어류의 어육냉동,기타 어류의 어육냉동 : 기타
0304960000,0304.96,기타 어류의 어육냉동,기타 어류의 어육냉동 : 곱상어와 그 밖의 상어
0304970000,0304.97,기타 어류의 어육냉동,기타 어류의 어육냉동 : 가오리와 홍어[라지대(Rajidae)과]
0304991000,0304.99,기타 어류의 어육냉동,기타 어류의 어육냉동 : 냉동 연육
